,title,price,location,living_space,plot_area,rooms,broker,link,coordinates,latitude,longitude
466,Badhuiskade 353,3.680.000 v.o.n.,"Badhuiskade 353, 1031 KV Amsterdam",374 m^2,,4,Ramón Mossel Makelaardij o.g. B.V.,https://www.funda.nl/koop/amsterdam/appartement-41121211-badhuiskade-353/,"Badhuiskade, Amsterdam, Noord-Holland, Nederland, 1031KR, Nederland",52.3843893,4.9044162
467,Kloveniersburgwal 56 bov,1.995.000 k.k.,"Kloveniersburgwal 56 bov, 1012 CX Amsterdam",238 m^2,,9,Ramón Mossel Makelaardij o.g. B.V.,https://www.funda.nl/koop/amsterdam/appartement-41086994-kloveniersburgwal-56-bov/,,,
468,Herengracht 457 E,895.000 k.k.,"Herengracht 457 E, 1017 BS Amsterdam",79 m^2,,2,Woe van Os NVM Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42646788-herengracht-457-e/,"Herengracht, Negen Straatjes, Centrum, Amsterdam, Noord-Holland, Nederland, 1016BK, Nederland",52.371512,4.8872567
469,Penthouses Somerparc aan de Amstel (Bouwnr. 59),2.749.442 v.o.n.,"Penthouses Somerparc aan de Amstel (Bouwnr. 59), 1096 BA Amsterdam",186 m^2,,6,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42415333-penthouses-somerparc-aan-de-amstel-bouwnr-59/,,,
470,J.G. Suurhoffstraat 53,525.000 k.k.,"J.G. Suurhoffstraat 53, 1067 VL Amsterdam",82 m^2,122 m^2,4,RE/MAX Royal,https://www.funda.nl/koop/amsterdam/huis-88113830-jg-suurhoffstraat-53/,"53, J.G. Suurhoffstraat, De Eendracht, Amsterdam, Noord-Holland, Nederland, 1067VL, Nederland",52.3789396,4.7890275
471,Wessel Ilckenstraat 19,535.000 k.k.,"Wessel Ilckenstraat 19, 1066 GX Amsterdam",111 m^2,167 m^2,5,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/huis-42756090-wessel-ilckenstraat-19/,"19, Wessel Ilckenstraat, Park Haagseweg, Amsterdam, Noord-Holland, Nederland, 1066GX, Nederland",52.3431858,4.8237456
472,Roseboom 36,599.000 k.k.,"Roseboom 36, 1035 RS Amsterdam",135 m^2,91 m^2,6,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/huis-42640354-roseboom-36/,"36, Roseboom, Oostzanerwerf, Amsterdam, Noord-Holland, Nederland, 1035RS, Nederland",52.418752,4.8976689
473,Lange Vonder 40,475.000 k.k.,"Lange Vonder 40, 1035 JX Amsterdam",95 m^2,93 m^2,5,De Ruyter Makelaardij,https://www.funda.nl/koop/amsterdam/huis-88063309-lange-vonder-40/,"40, Lange Vonder, Oostzanerwerf, Amsterdam, Noord-Holland, Nederland, 1035JX, Nederland",52.4242581,4.8928851
474,Broekergouw 4,1.695.000 k.k.,"Broekergouw 4, 1027 AH Amsterdam",467 m^2,8.420 m^2,14,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/huis-41034201-broekergouw-4/,"4, Broekergouw, 't Nopeind, Zunderdorp, Amsterdam, Noord-Holland, Nederland, 1027AH, Nederland",52.4120379,4.9708298
475,Carolina MacGillavrylaan 93,685.000 k.k.,"Carolina MacGillavrylaan 93, 1098 XA Amsterdam",119 m^2,,4,Evim Makelaars,https://www.funda.nl/koop/amsterdam/appartement-88117433-carolina-macgillavrylaan-93/,"93, Carolina MacGillavrylaan, Watergraafsmeer, Oost, Amsterdam, Noord-Holland, Nederland, 1098XA, Nederland",52.3579089,4.9445623
476,Orteliusstraat 364 I,425.000 k.k.,"Orteliusstraat 364 I, 1056 PV Amsterdam",54 m^2,,3,MAKELAAR BERT,https://www.funda.nl/koop/amsterdam/appartement-42752679-orteliusstraat-364-i/,"364-2, Orteliusstraat, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1056PV, Nederland",52.374778,4.8469143
477,Spaarndammerstraat 145 H,395.000 k.k.,"Spaarndammerstraat 145 H, 1013 TG Amsterdam",50 m^2,,3,Metropool Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42755251-spaarndammerstraat-145-h/,"Spaarndammerstraat, Amsterdam, Noord-Holland, Nederland, 1013TK, Nederland",52.3917338,4.8784606
478,Laurierstraat 22 2,400.000 k.k.,"Laurierstraat 22 2, 1016 PM Amsterdam",68 m^2,,2,Makelaar in Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-88005952-laurierstraat-22-2/,"22-2, Laurierstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016PM, Nederland",52.3725334,4.8820371
479,Elandsstraat 3 C,995.000 k.k.,"Elandsstraat 3 C, 1016 RW Amsterdam",111 m^2,,3,Engel & Völkers Amsterdam Centrum,https://www.funda.nl/koop/amsterdam/appartement-88005428-elandsstraat-3-c/,"Elandsstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016RW, Nederland",52.3703137,4.8801521
480,Kermispad 10,325.000 k.k.,"Kermispad 10, 1033 ZC Amsterdam",68 m^2,,3,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/appartement-42649872-kermispad-10/,"10, Kermispad, Oostzanerwerf, Amsterdam, Noord-Holland, Nederland, 1033ZC, Nederland",52.4174952,4.8854639
481,Cliostraat 7 HS,799.000 k.k.,"Cliostraat 7 HS, 1077 KA Amsterdam",117 m^2,,5,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/appartement-42647919-cliostraat-7-hs/,"Cliostraat, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077KA, Nederland",52.3474285,4.8751583
482,Kloveniersburgwal 61 A,1.095.000 k.k.,"Kloveniersburgwal 61 A, 1011 JZ Amsterdam",132 m^2,,4,Van Baerle Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42614036-kloveniersburgwal-61-a/,"Kloveniersburgwal, Chinatown, Centrum, Amsterdam, Noord-Holland, Nederland, 1011CR, Nederland",52.3716593,4.8996308
483,Churchill-laan 310,1.200.000 k.k.,"Churchill-laan 310, 1078 GC Amsterdam",128 m^2,,4,Van Baerle Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42613377-churchill-laan-310/,"310, Churchill-laan, Scheldebuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1078GC, Nederland",52.3476486,4.886826
484,Cornelis Trooststraat 6 III-IV,675.000 k.k.,"Cornelis Trooststraat 6 III-IV, 1072 JE Amsterdam",84 m^2,,4,Van Baerle Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42757657-cornelis-trooststraat-6-iii-iv/,,,
485,Silodam 436,1.100.000 k.k.,"Silodam 436, 1013 AW Amsterdam",130 m^2,,4,Makelaar1 Internetmakelaar,https://www.funda.nl/koop/amsterdam/appartement-42624779-silodam-436/,"436, Silodam, Amsterdam, Noord-Holland, Nederland, 1013AW, Nederland",52.3925415,4.8904925
486,Sint Gilleshof 38,798.000 k.k.,"Sint Gilleshof 38, 1066 PZ Amsterdam",164 m^2,,4,De Stijl Makelaardij B.V.,https://www.funda.nl/koop/amsterdam/appartement-42443922-sint-gilleshof-38/,"38, Sint Gilleshof, Nieuw-Sloten, Sloten, Amsterdam, Noord-Holland, Nederland, 1066PZ, Nederland",52.3452336,4.8085599
487,Stadionweg 104 HS,1.150.000 k.k.,"Stadionweg 104 HS, 1077 ST Amsterdam",151 m^2,,6,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/appartement-42752486-stadionweg-104-hs/,"Stadionweg, Stadionbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1076PK, Nederland",52.3455174,4.8597073
488,Pieter van der Doesstraat 66 hs,465.000 k.k.,"Pieter van der Doesstraat 66 hs, 1056 VK Amsterdam",59 m^2,,2,Van Bruggen Adviesgroep,https://www.funda.nl/koop/amsterdam/appartement-88116014-pieter-van-der-doesstraat-66-hs/,,,
489,Stadionweg 108 1,775.000 k.k.,"Stadionweg 108 1, 1077 ST Amsterdam",111 m^2,,3,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/appartement-42751327-stadionweg-108-1/,"108-1, Stadionweg, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077ST, Nederland",52.347028,4.8762076
490,Rhenenhof 42,275.000 k.k.,"Rhenenhof 42, 1106 JE Amsterdam",70 m^2,,3,Ameo Makelaars & Taxateurs - Amsterdam Zuid,https://www.funda.nl/koop/amsterdam/appartement-42757744-rhenenhof-42/,"42, Rhenenhof, Holendrecht, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1106JE, Nederland",52.2975287,4.9716827
491,Kloekhorststraat 353,225.000 k.k.,"Kloekhorststraat 353, 1104 MS Amsterdam",53 m^2,,2,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/appartement-42648094-kloekhorststraat-353/,"353, Kloekhorststraat, Bijlmer, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1104MS, Nederland",52.3164739,4.9662992
492,Commelinstraat 1 D,475.000 k.k.,"Commelinstraat 1 D, 1093 TE Amsterdam",70 m^2,,2,KRK Makelaars Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42645273-commelinstraat-1-d/,"Commelinstraat, Dapperbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1093VD, Nederland",52.36421,4.92871
493,Burgemeester De Vlugtlaan 219,225.000 k.k.,"Burgemeester De Vlugtlaan 219, 1063 BL Amsterdam",27 m^2,,2,De Ruyter Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-88093997-burgemeester-de-vlugtlaan-219/,"219, Burgemeester de Vlugtlaan, Slotermeer, Amsterdam, Noord-Holland, Nederland, 1063BL, Nederland",52.3817796,4.8181734
494,Osdorper Ban 613,400.000 k.k.,"Osdorper Ban 613, 1069 GA Amsterdam",94 m^2,,3,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/appartement-42637020-osdorper-ban-613/,"613, Osdorper Ban, Osdorp, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1069GA, Nederland",52.360552,4.7947207
495,Stadhouderskade 17 -D,975.000 k.k.,"Stadhouderskade 17 -D, 1054 ES Amsterdam",143 m^2,,3,Ter Haar Makelaars B.V. | Baerz & Co,https://www.funda.nl/koop/amsterdam/appartement-42621248-stadhouderskade-17-d/,"Stadhouderskade, Vondelbuurt, Amsterdam, Noord-Holland, Nederland, 1054ES, Nederland",52.362008,4.8810329
496,Valeriusplein 14 A,2.000.000 k.k.,"Valeriusplein 14 A, 1075 BH Amsterdam",138 m^2,,5,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42627434-valeriusplein-14-a/,"Valeriusplein, Willemsparkbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1075BK, Nederland",52.3514758,4.8639207
497,Da Costastraat 39 0,819.000 k.k.,"Da Costastraat 39 0, 1053 ZD Amsterdam",98 m^2,,3,Dokter Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42615025-da-costastraat-39-0/,"Da Costastraat, Da Costabuurt, West, Amsterdam, Noord-Holland, Nederland, 1053AA, Nederland",52.3714138,4.8732318
498,Alkmaarstraat 321,300.000 k.k.,"Alkmaarstraat 321, 1024 TS Amsterdam",64 m^2,,3,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/appartement-42673595-alkmaarstraat-321/,"321, Alkmaarstraat, Waterlandpleinbuurt, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1024TS, Nederland",52.3955946,4.9470657
499,Engcobo 11,575.000 k.k.,"Engcobo 11, 1103 AR Amsterdam",144 m^2,118 m^2,5,MakelaarsOffice,https://www.funda.nl/koop/amsterdam/huis-88093778-engcobo-11/,"11, Engcobo, E-buurt, Amsterdam, Noord-Holland, Nederland, 1103AR, Nederland",52.3237064,4.9630477
500,Lomondlaan 27,595.000 k.k.,"Lomondlaan 27, 1060 PL Amsterdam",140 m^2,112 m^2,5,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/huis-42633501-lomondlaan-27/,"27, Lomondlaan, De Aker, Sloten, Amsterdam, Noord-Holland, Nederland, 1060PL, Nederland",52.3497369,4.7799252
501,Pieter Cornelisz. Hooftstraat 141,2.250.000 k.k.,"Pieter Cornelisz. Hooftstraat 141, 1071 BT Amsterdam",258 m^2,112 m^2,9,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/huis-42657340-pieter-cornelisz-hooftstraat-141/,"Pieter Cornelisz. Hooftstraat, Museumkwartier, Amsterdam, Noord-Holland, Nederland, 1071CH, Nederland",52.3588544,4.8754732
502,Roemer Visscherstraat 31 A,2.350.000 k.k.,"Roemer Visscherstraat 31 A, 1054 EW Amsterdam",167 m^2,,4,The Agency Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42614819-roemer-visscherstraat-31-a/,"Roemer Visscherstraat, Vondelbuurt, Amsterdam, Noord-Holland, Nederland, 1054EX, Nederland",52.3614095,4.8771533
503,Gustav Mahlerplein 213,2.650.000 k.k.,"Gustav Mahlerplein 213, 1082 MS Amsterdam",263 m^2,,4,Sotheby's International Realty,https://www.funda.nl/koop/amsterdam/appartement-88036461-gustav-mahlerplein-213/,"Gustav Mahlerplein, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1082MA, Nederland",52.3376835,4.8732276
504,Zuid-Hollandstraat 150 3,730.000 k.k.,"Zuid-Hollandstraat 150 3, 1082 EN Amsterdam",132 m^2,,5,JTMD Vastgoed beheer B.V.,https://www.funda.nl/koop/amsterdam/appartement-88020865-zuid-hollandstraat-150-3/,"150-3, Zuid-Hollandstraat, Buitenveldert, Amsterdam, Noord-Holland, Nederland, 1082EN, Nederland",52.3252427,4.8743455
505,Charlotte Brontéstraat 235,240.000 k.k.,"Charlotte Brontéstraat 235, 1102 XD Amsterdam",52 m^2,,2,Linger OG,https://www.funda.nl/koop/amsterdam/appartement-88118268-charlotte-brontestraat-235/,"235, Charlotte Brontéstraat, D buurt, Amsterdam, Noord-Holland, Nederland, 1102XD, Nederland",52.3251933,4.9469126
506,Van Tuyll van Serooskerkenplein 52 1,485.000 k.k.,"Van Tuyll van Serooskerkenplein 52 1, 1076 NC Amsterdam",65 m^2,,3,PB Makelaars o.z.,https://www.funda.nl/koop/amsterdam/appartement-42641738-van-tuyll-van-serooskerkenplein-52-1/,"52-1, Van Tuyll van Serooskerkenplein, Stadionbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1076NC, Nederland",52.3452888,4.8648688
507,Vaartstraat 68 HS,435.000 k.k.,"Vaartstraat 68 HS, 1075 RS Amsterdam",54 m^2,,2,PB Makelaars o.z.,https://www.funda.nl/koop/amsterdam/appartement-42649014-vaartstraat-68-hs/,,,
508,Klaroenstraat 20,349.000 k.k.,"Klaroenstraat 20, 1104 HW Amsterdam",78 m^2,,3,Van de Steege Makelaarsgroep,https://www.funda.nl/koop/amsterdam/appartement-42639741-klaroenstraat-20/,"20, Klaroenstraat, K-buurt, Amsterdam, Noord-Holland, Nederland, 1104HW, Nederland",52.3150565,4.9825325
509,Simon Stevinstraat 29 1,850.000 k.k.,"Simon Stevinstraat 29 1, 1097 BX Amsterdam",114 m^2,,4,Dokter Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42638277-simon-stevinstraat-29-1/,"29-1, Simon Stevinstraat, Frankendael, Oost, Amsterdam, Noord-Holland, Nederland, 1097BX, Nederland",52.3530566,4.9260138
510,Arent Janszoon Ernststraat 162,695.000 k.k.,"Arent Janszoon Ernststraat 162, 1082 LT Amsterdam",125 m^2,,3,"Atsma Makelaardij, Taxaties en Hypotheken",https://www.funda.nl/koop/amsterdam/appartement-88992807-arent-janszoon-ernststraat-162/,"162, Arent Janszoon Ernststraat, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1082LT, Nederland",52.332302,4.87736
511,Bajeskwartier | The Robin (Bouwnr. 49),429.000 v.o.n.,"Bajeskwartier | The Robin (Bouwnr. 49), 1096 AG Amsterdam",44 m^2,,,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42624406-bajeskwartier-the-robin-bouwnr-49/,,,
512,Bajeskwartier | The Robin (Bouwnr. 29),555.000 v.o.n.,"Bajeskwartier | The Robin (Bouwnr. 29), 1096 AG Amsterdam",62 m^2,,2,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42624405-bajeskwartier-the-robin-bouwnr-29/,,,
513,Bajeskwartier | The Robin (Bouwnr. 21),705.000 v.o.n.,"Bajeskwartier | The Robin (Bouwnr. 21), 1096 AG Amsterdam",85 m^2,,3,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42623354-bajeskwartier-the-robin-bouwnr-21/,,,
514,Bajeskwartier | The Robin (Bouwnr. 18),875.000 v.o.n.,"Bajeskwartier | The Robin (Bouwnr. 18), 1096 AG Amsterdam",113 m^2,,4,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42623341-bajeskwartier-the-robin-bouwnr-18/,,,
515,"De Jacob, gezinswoningen (Bouwnr. 179 - A3)",615.840 v.o.n.,"De Jacob, gezinswoningen (Bouwnr. 179 - A3), 1065 VL Amsterdam",101 m^2,,4,Hallie & Van Klooster Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42514327-de-jacob-gezinswoningen-bouwnr-179-a3/,,,
516,Radarweg 424,821.166 v.o.n.,"Radarweg 424, 1043 NV Amsterdam",131 m^2,,3,Van de Steege Projectmakelaars,https://www.funda.nl/koop/amsterdam/appartement-42676919-radarweg-424/,"424, Radarweg, Teleport, Amsterdam, Noord-Holland, Nederland, 1043NV, Nederland",52.3868118,4.8351201
517,Céramiquelaan 733,1.850.000 v.o.n.,"Céramiquelaan 733, 1031 KG Amsterdam",249 m^2,,4,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42699243-ceramiquelaan-733/,"733, Céramiquelaan, Amsterdam, Noord-Holland, Nederland, 1031KG, Nederland",52.3867198,4.9057071
518,Céramiquelaan 721,1.595.000 v.o.n.,"Céramiquelaan 721, 1031 KG Amsterdam",212 m^2,,4,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42699217-ceramiquelaan-721/,"721, Céramiquelaan, Amsterdam, Noord-Holland, Nederland, 1031KG, Nederland",52.3868574,4.9054078
519,Nieuwpoortstraat 94 -A3,375.000 k.k.,"Nieuwpoortstraat 94 -A3, 1055 RZ Amsterdam",50 m^2,,2,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42751930-nieuwpoortstraat-94-a3/,"Nieuwpoortstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055RT, Nederland",52.384061,4.8560194
520,Westerstraat 115 2,375.000 k.k.,"Westerstraat 115 2, 1015 LZ Amsterdam",35 m^2,,2,HP Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-88089419-westerstraat-115-2/,"115-2, Westerstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015LZ, Nederland",52.3782,4.8831329
521,"De Jocob, stadsappartement - 4 kamers (Bouwnr. 226 - D2)",625.840 v.o.n.,"De Jocob, stadsappartement - 4 kamers (Bouwnr. 226 - D2), 1065 VL Amsterdam",90 m^2,,4,Hallie & Van Klooster Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42514326-de-jocob-stadsappartement-4-kamers-bouwnr-226-d2/,,,
522,Oeverpad 430,430.000 k.k.,"Oeverpad 430, 1068 PM Amsterdam",96 m^2,,3,Omaco Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42621096-oeverpad-430/,"430, Oeverpad, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1068PM, Nederland",52.3645036,4.808274
523,Aan het IJ | The Twins (Bouwnr. 2601),1.595.000 v.o.n.,"Aan het IJ | The Twins (Bouwnr. 2601), 1031 DC Amsterdam",212 m^2,,5,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42651320-aan-het-ij-the-twins-bouwnr-2601/,,,
524,De Jacob stadsappartement - 2 kamers (Bouwnr. 234 - B7),385.840 v.o.n.,"De Jacob stadsappartement - 2 kamers (Bouwnr. 234 - B7), 1065 XA Amsterdam",50 m^2,,2,Hallie & Van Klooster Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42514328-de-jacob-stadsappartement-2-kamers-bouwnr-234-b7/,,,
525,Haarlemmermeerstraat 136 I,425.000 k.k.,"Haarlemmermeerstraat 136 I, 1058 KH Amsterdam",55 m^2,,3,BenS Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42640118-haarlemmermeerstraat-136-i/,"136-4, Haarlemmermeerstraat, Hoofddorperpleinbuurt, Amsterdam, Noord-Holland, Nederland, 1058KH, Nederland",52.35276,4.8501648
526,Silodam 462,3.300.000 k.k.,"Silodam 462, 1013 AW Amsterdam",204 m^2,,6,Sotheby's International Realty,https://www.funda.nl/koop/amsterdam/huis-88018057-silodam-462/,"462, Silodam, Amsterdam, Noord-Holland, Nederland, 1013AW, Nederland",52.39129725,4.890482154940475
527,Van Hogendorpstraat 867,650.000 k.k.,"Van Hogendorpstraat 867, 1051 CD Amsterdam",83 m^2,,3,Bob! Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-88117570-van-hogendorpstraat-867/,"867, Van Hogendorpstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051CD, Nederland",52.3821292,4.8688706
528,Fritz Conijnstraat 20 -III,325.000 k.k.,"Fritz Conijnstraat 20 -III, 1063 CD Amsterdam",69 m^2,,3,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42649309-fritz-conijnstraat-20-iii/,"Fritz Conijnstraat, Kolenkitbuurt, Amsterdam, Noord-Holland, Nederland, 1063CB, Nederland",52.3838543,4.8363909
529,Haparandaweg 860,375.000 k.k.,"Haparandaweg 860, 1013 BD Amsterdam",35 m^2,,2,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42619115-haparandaweg-860/,"860, Haparandaweg, Houthaven, Amsterdam, Noord-Holland, Nederland, 1013BD, Nederland",52.3948074,4.877594
