,title,price,location,living_space,plot_area,rooms,broker,link,coordinates,latitude,longitude
233,Joan Melchior Kemperstraat 69 1A,270.000 k.k.,"Joan Melchior Kemperstraat 69 1A, 1051 TK Amsterdam",25 m^2,,2,Ameo Makelaars & Taxateurs - Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42643952-joan-melchior-kemperstraat-69-1a/,"Joan Melchior Kemperstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051, Nederland",52.3846297,4.8697616
234,Seranggracht 25,450.000 k.k.,"Seranggracht 25, 1019 PM Amsterdam",64 m^2,,2,KRK Makelaars Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42643818-seranggracht-25/,"25, Seranggracht, Oostelijk Havengebied, Amsterdam, Noord-Holland, Nederland, 1019PM, Nederland",52.3776465,4.9328963
235,Esmoreitstraat 49 1,425.000 k.k.,"Esmoreitstraat 49 1, 1055 CC Amsterdam",57 m^2,,5,Bakker Berkeveld Den Baas Makelaars B.V.,https://www.funda.nl/koop/amsterdam/appartement-42643553-esmoreitstraat-49-1/,"49-1, Esmoreitstraat, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055CC, Nederland",52.3780775,4.8511035
236,Niersstraat 28,595.000 k.k.,"Niersstraat 28, 1078 VL Amsterdam",88 m^2,,4,Ramón Mossel Makelaardij o.g. B.V.,https://www.funda.nl/koop/amsterdam/appartement-42642399-niersstraat-28/,"28, Niersstraat, Scheldebuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1078VL, Nederland",52.3430675,4.8938774
237,Peursumstraat 16,340.000 k.k.,"Peursumstraat 16, 1106 BV Amsterdam",86 m^2,,4,Hoekstra en van Eck Amsterdam Centrum,https://www.funda.nl/koop/amsterdam/appartement-42642368-peursumstraat-16/,"16, Peursumstraat, Holendrecht, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1106BV, Nederland",52.2988059,4.977095
238,Maritzstraat 20 -3,350.000 k.k.,"Maritzstraat 20 -3, 1091 KW Amsterdam",47 m^2,,3,B.V. Deltam Makelaardij o.g.,https://www.funda.nl/koop/amsterdam/appartement-42642038-maritzstraat-20-3/,"20-3, Maritzstraat, Transvaalbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091KW, Nederland",52.3548558,4.9196391
239,Graaf Florisstraat 23 4V,295.000 k.k.,"Graaf Florisstraat 23 4V, 1091 TE Amsterdam",28 m^2,,,Kalwij Vastgoed,https://www.funda.nl/koop/amsterdam/appartement-88006292-graaf-florisstraat-23-4v/,"23-4V, Graaf Florisstraat, Weesperzijde, Oost, Amsterdam, Noord-Holland, Nederland, 1091TE, Nederland",52.3525184,4.9124418
240,Van Leijenberghlaan 401 1,610.000 k.k.,"Van Leijenberghlaan 401 1, 1082 GK Amsterdam",106 m^2,,3,FRIS Woningmakelaars Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42641239-van-leijenberghlaan-401-1/,"401-1, Van Leijenberghlaan, Buitenveldert, Amsterdam, Noord-Holland, Nederland, 1082GK, Nederland",52.3255093,4.8799317
241,Wiborgeiland 95,1.500.000 k.k.,"Wiborgeiland 95, 1014 ZC Amsterdam",215 m^2,,7,Ankersmit Makelaars Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42641195-wiborgeiland-95/,"95, Wiborgeiland, Amsterdam, Noord-Holland, Nederland, 1014ZC, Nederland",52.3939337,4.8779873
242,Thorn Prikkerstraat 119,485.000 k.k.,"Thorn Prikkerstraat 119, 1062 BS Amsterdam",66 m^2,,3,Hallie & Van Klooster Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42641502-thorn-prikkerstraat-119/,"119, Thorn Prikkerstraat, Overtoomse Veld, Amsterdam, Noord-Holland, Nederland, 1062BS, Nederland",52.3619868,4.8376048
243,Willy Sluiterstraat 20,475.000 k.k.,"Willy Sluiterstraat 20, 1061 TH Amsterdam",88 m^2,,3,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42641508-willy-sluiterstraat-20/,"20, Willy Sluiterstraat, Overtoomse Veld, Amsterdam, Noord-Holland, Nederland, 1061TH, Nederland",52.3645242,4.8414804
244,Uiterwaardenstraat 82 2,650.000 k.k.,"Uiterwaardenstraat 82 2, 1079 CD Amsterdam",79 m^2,,4,Kalwij Vastgoed,https://www.funda.nl/koop/amsterdam/appartement-88005019-uiterwaardenstraat-82-2/,"Uiterwaardenstraat, Rijnbuurt, Amsterdam, Noord-Holland, Nederland, 1079BW, Nederland",52.3426622,4.9113819
245,Huidekoperstraat 29 G,450.000 k.k.,"Huidekoperstraat 29 G, 1017 ZL Amsterdam",52 m^2,,3,Hoekstra en van Eck Amsterdam Centrum,https://www.funda.nl/koop/amsterdam/appartement-42640377-huidekoperstraat-29-g/,"Huidekoperstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017ZV, Nederland",52.3593005,4.8976646
246,James Cookstraat 8 3,550.000 k.k.,"James Cookstraat 8 3, 1056 RZ Amsterdam",72 m^2,,4,PB Makelaars o.z.,https://www.funda.nl/koop/amsterdam/appartement-42640547-james-cookstraat-8-3/,"8-3, James Cookstraat, Van Galenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1056RZ, Nederland",52.3714601,4.8525495
247,Fagelstraat 26 I,375.000 k.k.,"Fagelstraat 26 I, 1052 GC Amsterdam",49 m^2,,2,Wijkhuizen makelaars-taxateurs o.g. Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42649268-fagelstraat-26-i/,"26-1, Fagelstraat, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052GC, Nederland",52.3806587,4.8779644
248,Beethovenstraat 211 +garage,650.000 k.k.,"Beethovenstraat 211 +garage, 1077 JE Amsterdam",80 m^2,,3,Makelaar in Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-88003484-beethovenstraat-211-garage/,,,
249,Van Beuningenstraat 198 D,650.000 k.k.,"Van Beuningenstraat 198 D, 1051 XZ Amsterdam",80 m^2,,3,FRIS Woningmakelaars Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42648542-van-beuningenstraat-198-d/,"Van Beuningenstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051, Nederland",52.3840426,4.8769539
250,Frieslandstraat 3,429.000 k.k.,"Frieslandstraat 3, 1082 TK Amsterdam",72 m^2,,3,FRIS Woningmakelaars Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42646805-frieslandstraat-3/,"3, Frieslandstraat, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1082TK, Nederland",52.3334406,4.8787847
251,Troelstralaan 273 B,500.000 k.k.,"Troelstralaan 273 B, 1067 MX Amsterdam",107 m^2,,4,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42646761-troelstralaan-273-b/,"Troelstralaan, Geuzenveld, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1067PR, Nederland",52.3736525,4.8015942
252,IJburglaan 914,600.000 k.k.,"IJburglaan 914, 1087 GE Amsterdam",100 m^2,,4,Makelaarskantoor BEN,https://www.funda.nl/koop/amsterdam/appartement-42645065-ijburglaan-914/,"914, IJburglaan, IJburg, Amsterdam, Noord-Holland, Nederland, 1087GE, Nederland",52.3539588,4.9968999
253,Singerstraat 43,495.000 k.k.,"Singerstraat 43, 1064 WP Amsterdam",100 m^2,,3,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42645740-singerstraat-43/,"43, Singerstraat, Slotervaart, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1064WP, Nederland",52.364769,4.8301812
254,Marius Bauerstraat 235 C3,255.000 k.k.,"Marius Bauerstraat 235 C3, 1062 AL Amsterdam",39 m^2,,,Prismaat Makelaars Zaanstad,https://www.funda.nl/koop/amsterdam/appartement-42645564-marius-bauerstraat-235-c3/,"Marius Bauerstraat, Overtoomse Veld, Amsterdam, Noord-Holland, Nederland, 1062AH, Nederland",52.3626555,4.8368881
255,Goudsbloemstraat 42 I,400.000 k.k.,"Goudsbloemstraat 42 I, 1015 JR Amsterdam",38 m^2,,2,Damstad I Gaikhorst,https://www.funda.nl/koop/amsterdam/appartement-42634672-goudsbloemstraat-42-i/,"42-1, Goudsbloemstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015JR, Nederland",52.3809145,4.8852463
256,De Kempenaerstraat 187,600.000 k.k.,"De Kempenaerstraat 187, 1051 DC Amsterdam",75 m^2,,3,Galman & Versteeg Makelaars o.g.,https://www.funda.nl/koop/amsterdam/appartement-42634663-de-kempenaerstraat-187/,"187, De Kempenaerstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051DC, Nederland",52.3788208,4.8707014
257,Waalstraat 128 II,625.000 k.k.,"Waalstraat 128 II, 1079 EC Amsterdam",93 m^2,,4,Ramón Mossel Makelaardij o.g. B.V.,https://www.funda.nl/koop/amsterdam/appartement-42633725-waalstraat-128-ii/,"Waalstraat, Rijnbuurt, Amsterdam, Noord-Holland, Nederland, 1079NR, Nederland",52.3409961,4.901839
258,Djambistraat 35 HS,495.000 k.k.,"Djambistraat 35 HS, 1094 AX Amsterdam",68 m^2,,3,FRIS Woningmakelaars Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42632513-djambistraat-35-hs/,"Djambistraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094AW, Nederland",52.36562,4.93802
259,Minervalaan 54 3,2.350.000 k.k.,"Minervalaan 54 3, 1077 PC Amsterdam",227 m^2,,6,JA! Jaap Admiraal makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42631065-minervalaan-54-3/,"54-3, Minervalaan, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077PC, Nederland",52.3476207,4.8720031
260,Wodanstraat 12 4,580.000 k.k.,"Wodanstraat 12 4, 1076 CD Amsterdam",72 m^2,,2,Asunaro Holland Interplan B.V.,https://www.funda.nl/koop/amsterdam/appartement-88095205-wodanstraat-12-4/,"12-4, Wodanstraat, Stadionbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1076CD, Nederland",52.3433581,4.8611636
261,Admiraal De Ruijterweg 382 2,415.000 k.k.,"Admiraal De Ruijterweg 382 2, 1055 NC Amsterdam",64 m^2,,4,Nanninga & Burger Makelaardij og,https://www.funda.nl/koop/amsterdam/appartement-42631554-admiraal-de-ruijterweg-382-2/,"382-2, Admiraal de Ruijterweg, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055NC, Nederland",52.3823601,4.8520507
262,Bataviastraat 16,395.000 k.k.,"Bataviastraat 16, 1095 ES Amsterdam",53 m^2,,2,AVT Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42630167-bataviastraat-16/,"16, Bataviastraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1095ES, Nederland",52.3611978,4.9420044
263,Tussendek 22,250.000 k.k.,"Tussendek 22, 1034 TP Amsterdam",62 m^2,,2,Hoekstra en van Eck Amsterdam Noord,https://www.funda.nl/koop/amsterdam/appartement-42630951-tussendek-22/,"22, Tussendek, Banne Buiksloot, Noord, Amsterdam, Noord-Holland, Nederland, 1034TP, Nederland",52.4133268,4.9188313
264,Bos en Lommerweg 295 IV,365.000 k.k.,"Bos en Lommerweg 295 IV, 1055 DX Amsterdam",50 m^2,,2,De Makelaers BV,https://www.funda.nl/koop/amsterdam/appartement-42638608-bos-en-lommerweg-295-iv/,"Bos en Lommerweg, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055DR, Nederland",52.3816706,4.8557915
265,Koperslagerij 40,275.000 k.k.,"Koperslagerij 40, 1021 NK Amsterdam",43 m^2,,2,Hoekstra en van Eck Amsterdam Noord,https://www.funda.nl/koop/amsterdam/appartement-42635890-koperslagerij-40/,"40, Koperslagerij, Amsterdam, Noord-Holland, Nederland, 1021NK, Nederland",52.3820185,4.9154901
266,Vogelplantsoen 7,375.000 k.k.,"Vogelplantsoen 7, 1022 XG Amsterdam",50 m^2,,2,Hoekstra en van Eck Amsterdam Noord,https://www.funda.nl/koop/amsterdam/appartement-42623129-vogelplantsoen-7/,"7, Vogelplantsoen, Vogelbuurt, Amsterdam, Noord-Holland, Nederland, 1022XG, Nederland",52.3873725,4.928536
267,Lomanstraat 3 BV,1.300.000 k.k.,"Lomanstraat 3 BV, 1075 PS Amsterdam",146 m^2,,6,B.V. Deltam Makelaardij o.g.,https://www.funda.nl/koop/amsterdam/appartement-42621744-lomanstraat-3-bv/,"Lomanstraat, Amsterdam, Noord-Holland, Nederland, 1075VZ, Nederland",52.350564,4.8571322
268,Nieuwegrachtje 1 H,400.000 k.k.,"Nieuwegrachtje 1 H, 1011 VP Amsterdam",55 m^2,,3,Jansen Smit Makelaars en Taxateurs,https://www.funda.nl/koop/amsterdam/appartement-42620920-nieuwegrachtje-1-h/,"1-H, Nieuwegrachtje, Uilenburg, Centrum, Amsterdam, Noord-Holland, Nederland, 1011VP, Nederland",52.3708261,4.9082229
269,Polanenstraat 60 A,315.000 k.k.,"Polanenstraat 60 A, 1013 VZ Amsterdam",30 m^2,,2,Nanninga & Burger Makelaardij og,https://www.funda.nl/koop/amsterdam/appartement-42628100-polanenstraat-60-a/,"Polanenstraat, Spaarndammerbuurt, West, Amsterdam, Noord-Holland, Nederland, 1013, Nederland",52.3902666,4.8768751
270,Hembrugstraat 19,700.000 k.k.,"Hembrugstraat 19, 1013 WV Amsterdam",103 m^2,,4,Hoekstra en van Eck Amsterdam Centrum,https://www.funda.nl/koop/amsterdam/appartement-42628712-hembrugstraat-19/,"19, Hembrugstraat, Spaarndammerbuurt, Amsterdam, Noord-Holland, Nederland, 1013WV, Nederland",52.3916351,4.8764869
271,Badhuiskade 93,700.000 k.k.,"Badhuiskade 93, 1031 KV Amsterdam",102 m^2,,3,Fransen & Kroes Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42614405-badhuiskade-93/,"93, Badhuiskade, Amsterdam, Noord-Holland, Nederland, 1031KV, Nederland",52.3852475,4.905846
272,Jan de Jonghkade 47,400.000 k.k.,"Jan de Jonghkade 47, 1063 MH Amsterdam",95 m^2,,3,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42613297-jan-de-jonghkade-47/,"47, Jan de Jonghkade, Slotermeer, Amsterdam, Noord-Holland, Nederland, 1063MH, Nederland",52.3795654,4.8231366
273,Recht Boomssloot 99 O,585.000 k.k.,"Recht Boomssloot 99 O, 1011 CZ Amsterdam",64 m^2,,2,Lunshof Makelaardij Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42612360-recht-boomssloot-99-o/,"99-O, Recht Boomssloot, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011CZ, Nederland",52.371827,4.904395
274,De Lairessestraat 74 3,1.600.000 k.k.,"De Lairessestraat 74 3, 1071 PG Amsterdam",186 m^2,,7,Forte Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42612263-de-lairessestraat-74-3/,"74-3, De Lairessestraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071PG, Nederland",52.3542431,4.873629
275,Pieter de Hoochstraat 7 -K,1.100.000 k.k.,"Pieter de Hoochstraat 7 -K, 1071 ED Amsterdam",105 m^2,,3,Voogd Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42612583-pieter-de-hoochstraat-7-k/,"Pieter de Hoochstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071EK, Nederland",52.3545231,4.8855635
276,Johannes Verhulststraat 110 C,1.400.000 k.k.,"Johannes Verhulststraat 110 C, 1071 NL Amsterdam",122 m^2,,4,Ter Haar Makelaars B.V. | Baerz & Co,https://www.funda.nl/koop/amsterdam/appartement-42611199-johannes-verhulststraat-110-c/,"Johannes Verhulststraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071LK, Nederland",52.3555224,4.8760638
277,S. F. van Ossstraat 88,340.000 k.k.,"S. F. van Ossstraat 88, 1068 JL Amsterdam",77 m^2,,4,De Makelaers BV,https://www.funda.nl/koop/amsterdam/appartement-42611902-s-f-van-ossstraat-88/,"88, S. F. van Ossstraat, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1068JL, Nederland",52.355855,4.8117827
278,Bloedstraat 13 B*,374.000 k.k.,"Bloedstraat 13 B*, 1012 BS Amsterdam",44 m^2,,2,Expat Rentals,https://www.funda.nl/koop/amsterdam/appartement-88075472-bloedstraat-13-b/,"Bloedstraat, Chinatown, Centrum, Amsterdam, Noord-Holland, Nederland, 1012BS, Nederland",52.3729217,4.899111
279,Markengouw 103,300.000 k.k.,"Markengouw 103, 1024 CW Amsterdam",77 m^2,,4,Hoekstra en van Eck Amsterdam Noord,https://www.funda.nl/koop/amsterdam/appartement-42610462-markengouw-103/,"103, Markengouw, Nieuwendam, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1024CW, Nederland",52.3917985,4.960898
280,De Clercqstraat 47 2,500.000 k.k.,"De Clercqstraat 47 2, 1053 AC Amsterdam",65 m^2,,3,Dokter Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42618552-de-clercqstraat-47-2/,"47-2, De Clercqstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053AC, Nederland",52.3709121,4.8708813
281,Paramaribostraat 82 -3,650.000 k.k.,"Paramaribostraat 82 -3, 1058 VN Amsterdam",90 m^2,,5,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42617169-paramaribostraat-82-3/,"82-3, Paramaribostraat, Westindische Buurt, Amsterdam, Noord-Holland, Nederland, 1058VN, Nederland",52.3614657,4.8545393
282,Doornburg 145,1.069.000 k.k.,"Doornburg 145, 1081 JX Amsterdam",149 m^2,,4,Voogd Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42617988-doornburg-145/,"145, Doornburg, Amsterdam, Noord-Holland, Nederland, 1081JX, Nederland",52.3223835,4.8618379
283,Kempenlaan 33,400.000 k.k.,"Kempenlaan 33, 1066 PX Amsterdam",92 m^2,,3,Linger OG,https://www.funda.nl/koop/amsterdam/appartement-88068901-kempenlaan-33/,"33, Kempenlaan, Nieuw-Sloten, Sloten, Amsterdam, Noord-Holland, Nederland, 1066PX, Nederland",52.3452918,4.8075906
284,Prinseneiland 15 F,1.385.000 k.k.,"Prinseneiland 15 F, 1013 LL Amsterdam",140 m^2,,4,Woonoverstap,https://www.funda.nl/koop/amsterdam/appartement-88062353-prinseneiland-15-f/,"Prinseneiland, Centrum, Amsterdam, Noord-Holland, Nederland, 1013LM, Nederland",52.3856452,4.8865694
285,Van Baerlestraat 144 -boven,2.350.000 k.k.,"Van Baerlestraat 144 -boven, 1071 BE Amsterdam",264 m^2,,7,Voogd Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42684129-van-baerlestraat-144-boven/,,,
286,Singel 200 A/B,1.950.000 k.k.,"Singel 200 A/B, 1016 AA Amsterdam",227 m^2,,6,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42683684-singel-200-a-b/,,,
287,Erich Salomonstraat 422,450.000 k.k.,"Erich Salomonstraat 422, 1087 JA Amsterdam",98 m^2,,4,Jansen Smit Makelaars en Taxateurs,https://www.funda.nl/koop/amsterdam/appartement-42680534-erich-salomonstraat-422/,"422, Erich Salomonstraat, IJburg, Amsterdam, Noord-Holland, Nederland, 1087JA, Nederland",52.3553074,4.9997946
288,Reguliersdwarsstraat 46 B,1.330.000 k.k.,"Reguliersdwarsstraat 46 B, 1017 BM Amsterdam",162 m^2,,3,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42541445-reguliersdwarsstraat-46-b/,"Reguliersdwarsstraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017BN, Nederland",52.3659127,4.8944167
289,Gustav Mahlerplein 261,2.000.000 k.k.,"Gustav Mahlerplein 261, 1082 MS Amsterdam",175 m^2,,4,KNAP Makelaardij Certified Expat Broker,https://www.funda.nl/koop/amsterdam/appartement-42537152-gustav-mahlerplein-261/,"Gustav Mahlerplein, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1082MA, Nederland",52.3376835,4.8732276
290,Oudezijds Voorburgwal 126 A+B,1.400.000 k.k.,"Oudezijds Voorburgwal 126 A+B, 1012 GH Amsterdam",213 m^2,,7,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-41114765-oudezijds-voorburgwal-126-a-b/,"Oudezijds Voorburgwal, Burgwallen-Oude Zijde, Centrum, Amsterdam, Noord-Holland, Nederland, 1012GG, Nederland",52.3733434,4.8974
291,Edmond Halleylaan 43,650.000 k.k.,"Edmond Halleylaan 43, 1086 ZV Amsterdam",120 m^2,111 m^2,5,Kolt Makelaardij,https://www.funda.nl/koop/amsterdam/huis-42754527-edmond-halleylaan-43/,"43, Edmond Halleylaan, IJburg, Amsterdam, Noord-Holland, Nederland, 1086ZV, Nederland",52.3599981,4.9807868
292,Seinwachterstraat 126,575.000 k.k.,"Seinwachterstraat 126, 1019 TL Amsterdam",92 m^2,,3,'t Huys Makelaardij,https://www.funda.nl/koop/amsterdam/huis-42759462-seinwachterstraat-126/,"126, Seinwachterstraat, Oostelijk Havengebied, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1019TL, Nederland",52.3736303,4.9426726
293,Sloterweg 1129,725.000 k.k.,"Sloterweg 1129, 1066 CE Amsterdam",133 m^2,248 m^2,5,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/huis-42758995-sloterweg-1129/,"1129, Sloterweg, Nieuw-Sloten, Sloten, Amsterdam, Noord-Holland, Nederland, 1066CE, Nederland",52.3411769,4.8024056
294,Willemsparkweg 27,2.500.000 k.k.,"Willemsparkweg 27, 1071 GP Amsterdam",285 m^2,185 m^2,7,Makelaardij De Nederlanden,https://www.funda.nl/koop/amsterdam/huis-42758737-willemsparkweg-27/,"27, Willemsparkweg, Museumkwartier, Amsterdam, Noord-Holland, Nederland, 1071GP, Nederland",52.3576195,4.8770985
295,Nieuwezijds Voorburgwal 90 B,1.495.000 k.k.,"Nieuwezijds Voorburgwal 90 B, 1012 SG Amsterdam",180 m^2,,8,Valkering & Co.,https://www.funda.nl/koop/amsterdam/huis-42645030-nieuwezijds-voorburgwal-90-b/,"Nieuwezijds Voorburgwal, Centrum, Amsterdam, Noord-Holland, Nederland, 1012RR, Nederland",52.3730604,4.8904937
296,Bultrugpad 11,535.000 k.k.,"Bultrugpad 11, 1035 HS Amsterdam",131 m^2,89 m^2,5,De Haas makelaars & taxateurs o.z.,https://www.funda.nl/koop/amsterdam/huis-42624570-bultrugpad-11/,"11, Bultrugpad, Oostzanerwerf, Amsterdam, Noord-Holland, Nederland, 1035HS, Nederland",52.4222356,4.8842636
297,Buiten Brouwersstraat 2 B,1.100.000 k.k.,"Buiten Brouwersstraat 2 B, 1013 GK Amsterdam",136 m^2,36 m^2,7,MAKELAAR BERT,https://www.funda.nl/koop/amsterdam/huis-42695831-buiten-brouwersstraat-2-b/,"Buiten Brouwersstraat, Haarlemmerbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1013, Nederland",52.3812691,4.891644
298,Klaprozenweg 73 A,998.011 v.o.n.,"Klaprozenweg 73 A, 1032 KK Amsterdam",207 m^2,657 m^2,5,11 Makelaars Amsterdam I Baerz & Co,https://www.funda.nl/koop/amsterdam/huis-42654777-klaprozenweg-73-a/,"Klaprozenweg, Cornelis Douwesterrein, Amsterdam, Noord-Holland, Nederland, 1033NN, Nederland",52.4054051,4.8923244
299,Nieuwe Prinsengracht 11,3.500.000 k.k.,"Nieuwe Prinsengracht 11, 1018 ED Amsterdam",539 m^2,268 m^2,13,De Graaf & Groot Makelaars,https://www.funda.nl/koop/amsterdam/huis-42523211-nieuwe-prinsengracht-11/,"11, Nieuwe Prinsengracht, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018ED, Nederland",52.363287,4.9040617
300,Prinsengracht 1023,3.000.000 k.k.,"Prinsengracht 1023, 1017 KN Amsterdam",360 m^2,210 m^2,10,Van Baerle Makelaars,https://www.funda.nl/koop/amsterdam/huis-42501031-prinsengracht-1023/,"1023, Prinsengracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017KN, Nederland",52.362,4.8949148
301,Kattenburgerplein 27,795.000 v.o.n.,"Kattenburgerplein 27, 1018 KK Amsterdam",112 m^2,,4,Fransen & Kroes Makelaars,https://www.funda.nl/koop/amsterdam/huis-42445912-kattenburgerplein-27/,"27, Kattenburgerplein, Oostelijke Eilanden, Centrum, Amsterdam, Noord-Holland, Nederland, 1018KK, Nederland",52.370738700000004,4.9154064734077405
302,Potvisstraat 34,425.000 k.k.,"Potvisstraat 34, 1035 HK Amsterdam",94 m^2,104 m^2,3,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/huis-42631265-potvisstraat-34/,"34, Potvisstraat, Oostzanerwerf, Amsterdam, Noord-Holland, Nederland, 1035HK, Nederland",52.4229053,4.8853438
303,Dorpsstraat Holysloot 62,1.395.000 k.k.,"Dorpsstraat Holysloot 62, 1028 BE Amsterdam",214 m^2,1.360 m^2,5,Van Overbeek Amsterdam,https://www.funda.nl/koop/amsterdam/huis-42688136-dorpsstraat-holysloot-62/,"62, Dorpsstraat Holysloot, Holysloot, Amsterdam, Noord-Holland, Nederland, 1028BE, Nederland",52.4135496,5.0291221
304,Djambistraat 44 H,375.000 k.k.,"Djambistraat 44 H, 1094 BB Amsterdam",52 m^2,,2,Burger Elkerbout Makelaars en Taxateurs,https://www.funda.nl/koop/amsterdam/appartement-42753841-djambistraat-44-h/,"44-H, Djambistraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094BB, Nederland",52.3647238,4.9378725
305,Eerste Van der Helststraat 65 II,420.000 k.k.,"Eerste Van der Helststraat 65 II, 1073 AD Amsterdam",47 m^2,,2,PUUR* Makelaars Amsterdam - Zuid,https://www.funda.nl/koop/amsterdam/appartement-42752342-eerste-van-der-helststraat-65-ii/,"Eerste van der Helststraat, Oude Pijp, Amsterdam, Noord-Holland, Nederland, 1073AA, Nederland",52.3578495,4.8928381
306,Orteliusstraat 364 2,850.000 k.k.,"Orteliusstraat 364 2, 1056 PV Amsterdam",105 m^2,,4,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42752764-orteliusstraat-364-2/,"364-2, Orteliusstraat, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1056PV, Nederland",52.374778,4.8469143
307,Marco Polostraat 264 H,725.000 k.k.,"Marco Polostraat 264 H, 1056 DR Amsterdam",77 m^2,,3,Hoen Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42751079-marco-polostraat-264-h/,"264-H, Marco Polostraat, Van Galenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1056DR, Nederland",52.3721369,4.8551554
308,Donarstraat 9 3,1.240.000 k.k.,"Donarstraat 9 3, 1076 CA Amsterdam",151 m^2,,5,RKZ Makelaars,https://www.funda.nl/koop/amsterdam/appartement-88115537-donarstraat-9-3/,"9-3, Donarstraat, Stadionbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1076CA, Nederland",52.3436639,4.8632448
309,Fokke Simonszstraat 86 H,400.000 k.k.,"Fokke Simonszstraat 86 H, 1017 TK Amsterdam",71 m^2,,3,De Graaf & Groot Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42750661-fokke-simonszstraat-86-h/,"86-H, Fokke Simonszstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017TK, Nederland",52.3601215,4.8949793
